ID,Brand,Model,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Count,Engine,Power,Seats,Mileage
3155,Maruti,Omni 8 Seater BSII,2012,65000,Petrol,Manual,1,796,35,8,19.7
3156,Hyundai,Grand i10 1.2 Kappa Magna AT,2019,12153,Petrol,Automatic,1,1197,81.86,5,18.9
3157,Tata,Nano Twist XT,2014,16810,Petrol,Manual,1,624,37.5,4,25.4
3158,Audi,A4 30 TFSI Premium Plus,2017,61221,Petrol,Automatic,1,1395,147.51,5,17.84
3159,Volkswagen,Polo 1.2 MPI Highline,2015,22000,Petrol,Manual,1,1198,74,5,16.47
3160,Maruti,Alto 800 LXI,2015,63714,Petrol,Manual,1,796,47.3,5,22.74
3161,Mini,Cooper 5 DOOR D,2019,14857,Diesel,Automatic,1,1496,113.98,5,20.7
3162,Audi,A4 New 2.0 TDI Multitronic,2012,69000,Diesel,Automatic,2,1968,140.8,5,15.2
3163,Ford,Endeavour Titanium 4X2,2019,14648,Diesel,Manual,1,2198,158,7,12.62
3164,Ford,Ecosport 1.5 Ti VCT MT Titanium,2013,100000,Petrol,Manual,2,1499,110,5,15.8
3165,Hyundai,Grand i10 Magna,2016,22000,Petrol,Manual,1,1197,82,5,18.9
3166,Chevrolet,Sail 1.2 LS,2014,10000,Petrol,Manual,1,1199,82.4,5,18.2
3167,Maruti,Swift Dzire LXI,2015,107000,Petrol,Manual,1,1197,83.14,5,20.85
3168,Tata,Zest Revotron 1.2T XM,2017,48198,Petrol,Manual,1,1193,88.7,5,17.57
3169,Mercedes-Benz,New C-Class C 220 CDI Avantgarde,2015,15000,Diesel,Automatic,1,2143,170,5,19.27
3170,Chevrolet,Cruze LTZ,2014,80073,Diesel,Manual,1,1998,163.7,5,17.3
3171,Maruti,Ritz VDi,2013,85388,Diesel,Manual,1,1248,73.9,5,21.1
3172,Hyundai,Grand i10 1.2 Kappa Sportz Option,2017,14700,Petrol,Manual,1,1197,81.86,5,18.9
3173,Maruti,Dzire LDI,2012,150000,Diesel,Manual,3,1248,73.75,5,28.4
3174,Hyundai,Verna 1.6 SX,2011,34994,Diesel,Manual,1,1582,126.32,5,22.32
3175,Jaguar,XF Diesel,2014,82536,Diesel,Automatic,1,2993,270.9,5,14.74
3176,Skoda,Superb Elegance 1.8 TSI AT,2013,82000,Petrol,Automatic,1,1798,157.75,5,13.7
3177,Maruti,Wagon R LXI,2006,52000,Petrol,Manual,2,998,67.1,5,18.9
3178,Volkswagen,Polo Petrol Highline 1.2L,2011,20000,Petrol,Manual,1,1198,73.9,5,16.47
3179,Honda,Civic 2010-2013 1.8 S MT,2011,55000,Petrol,Manual,1,1799,130.2,5,14.8
3180,Maruti,Eeco CNG 5 Seater AC,2015,47001,CNG,Manual,1,1196,63,5,20
3181,Maruti,Wagon R VXI,2014,52000,Petrol,Manual,1,998,67.04,5,22.5
3182,Maruti,Swift Dzire VDI,2013,43284,Diesel,Manual,1,1248,74,5,23.4
3183,Hyundai,Creta 1.6 SX Plus Petrol Automatic,2018,23875,Petrol,Automatic,1,1591,121.3,5,13
3184,Hyundai,Grand i10 Asta,2016,51866,Petrol,Manual,1,1197,82,5,18.9
3185,Nissan,Micra Diesel XV Premium,2013,69000,Diesel,Manual,1,1461,63.1,5,23.08
3186,Hyundai,Grand i10 1.2 Kappa Asta,2017,62788,Petrol,Manual,1,1197,81.86,5,18.9
3187,Volkswagen,Vento Diesel Highline,2013,150000,Diesel,Manual,1,1598,103.6,5,20.54
3188,Toyota,Fortuner 4x2 AT,2015,47566,Diesel,Automatic,1,2982,168.5,7,12.55
3189,Hyundai,Santro GS zipDrive - Euro II,2002,67000,Petrol,Manual,3,999,,5,0
3190,Toyota,Innova Crysta 2.8 GX AT,2018,20300,Diesel,Automatic,1,2755,171.5,7,11.36
3191,Mercedes-Benz,A Class A180 CDI,2015,48300,Diesel,Automatic,1,2143,107.3,5,20
3192,Hyundai,EON D Lite,2013,30000,Petrol,Manual,1,814,55.2,5,21.1
3193,Hyundai,Elantra CRDi SX,2012,36000,Diesel,Manual,2,1582,126.24,5,22.7
3194,Mini,Cooper 3 DOOR D,2015,27641,Diesel,Automatic,2,1496,113.98,4,20.7
3195,Renault,Duster 110PS Diesel RXZ Option,2015,60000,Diesel,Manual,1,1461,108.45,5,19.64
3196,Ford,Endeavour 3.2 Titanium AT 4X4,2019,9000,Diesel,Automatic,1,3198,197,7,10.91
3197,Toyota,Corolla Altis GL MT,2014,60750,Petrol,Manual,1,1798,138.03,5,14.28
3198,Mahindra,XUV500 W7,2018,9000,Diesel,Manual,1,2179,155,7,14
3199,BMW,7 Series 730Ld Design Pure Excellence CBU,2012,41100,Diesel,Automatic,1,2993,261.49,5,16.77
3200,Maruti,Wagon R LX BSIII,2004,60000,Petrol,Manual,2,1061,64,5,17.3
3201,Honda,City i VTEC SV,2017,38424,Petrol,Manual,1,1497,117.3,5,17.8
3202,Maruti,Swift VDI,2014,50000,Diesel,Manual,1,1248,74,5,22.9
3203,Honda,City i-VTEC CVT VX,2015,19000,Petrol,Automatic,1,1497,117.3,5,18
3204,Maruti,Ertiga VDI,2015,58734,Diesel,Manual,1,1248,88.76,7,20.77
3205,Renault,Duster 110PS Diesel RxZ,2016,65257,Diesel,Manual,1,1461,108.45,5,19.01
3206,Maruti,Swift Dzire VDi,2010,130000,Diesel,Manual,2,1248,73.9,5,19.3
3207,Maruti,Ritz VDi,2011,79000,Diesel,Manual,1,1248,73.94,5,23.2
3208,Mahindra,XUV500 W8 4WD,2013,78000,Diesel,Manual,1,2179,140,7,15.1
3209,Honda,Brio S MT,2015,49133,Petrol,Manual,1,1198,86.8,5,19.4
3210,Mercedes-Benz,M-Class ML 350 4Matic,2016,22769,Diesel,Automatic,1,2987,165,5,0
3211,Tata,Manza Club Class Quadrajet90 LS,2014,54448,Diesel,Manual,1,1248,88.8,5,21.02
3212,Toyota,Innova 2.5 V Diesel 7-seater,2014,158793,Diesel,Manual,1,2494,102,7,12.8
3213,Maruti,Swift VXI,2015,62088,Petrol,Manual,1,1197,85.8,5,18.6
3214,Hyundai,Verna 1.6 EX VTVT,2012,14800,Petrol,Manual,1,1591,121.3,5,17.01
3215,Honda,Mobilio S i VTEC,2015,26000,Petrol,Manual,1,1497,117.3,7,17.3
3216,Honda,Amaze S i-Vtech,2017,32005,Petrol,Manual,1,1198,86.7,5,18
3217,Honda,City i-VTEC CVT VX,2017,35000,Petrol,Automatic,1,1497,117.3,5,18
3218,Land Rover,Range Rover 2.2L Dynamic,2015,52000,Diesel,Automatic,1,2179,187.7,5,12.7
3219,Honda,City i-VTEC V,2017,11000,Petrol,Manual,1,1497,117.3,5,17.4
3220,Mercedes-Benz,E-Class 280 Elegance,2008,62000,Petrol,Automatic,1,2997,231.1,5,9.5
3221,Ford,Ikon 1.3 Flair,2002,65134,Petrol,Manual,3,1299,70,5,13.8
3222,Toyota,Fortuner 4x2 Manual,2013,71000,Diesel,Manual,1,2982,168.5,7,13
3223,Maruti,A-Star Vxi,2008,51366,Petrol,Manual,1,998,66.1,5,19
3224,Tata,Sumo EX,2016,46300,Diesel,Manual,1,1948,83.1,7,14.07
3225,Honda,City V AT,2012,60908,Petrol,Automatic,2,1497,116.3,5,15.6
3226,Nissan,Micra XV D,2012,93450,Diesel,Manual,2,1461,63.12,5,23.19
3227,Hyundai,Verna SX CRDi AT,2011,104000,Diesel,Automatic,1,1582,126.32,5,19.08
3228,Maruti,800 Std,2003,52000,Petrol,Manual,1,796,37,4,16.1
3229,Mahindra,XUV500 W8 4WD,2015,42999,Diesel,Manual,1,2179,140,7,15.1
3230,Maruti,SX4 VDI,2014,90000,Diesel,Manual,1,1248,88.8,5,21.5
3231,Hyundai,i20 Sportz AT 1.4,2013,72000,Petrol,Automatic,1,1396,98.6,5,15
3232,Hyundai,Creta 1.6 CRDi SX,2019,54321,Diesel,Manual,1,1582,126.2,5,19.67
3233,Mercedes-Benz,E-Class E250 CDI Avantgrade,2015,59630,Diesel,Automatic,1,2143,201.1,5,13
3234,Toyota,Fortuner 4x2 AT,2013,116000,Diesel,Automatic,2,2982,168.5,7,12.55
3235,Volvo,S60 D4 KINETIC,2015,34000,Diesel,Automatic,1,1984,181,5,9
3236,Mercedes-Benz,E-Class 2009-2013 E250 CDI Avantgarde,2011,70000,Diesel,Automatic,1,2143,203,5,14.21
3237,Honda,Accord 2.4 Elegance M/T,2010,80000,Petrol,Manual,1,2354,180,5,10.2
3238,Honda,Amaze S i-Dtech,2015,110000,Diesel,Manual,1,1498,98.6,5,25.8
3239,Maruti,Dzire ZDI,2013,56454,Diesel,Manual,1,1248,73.75,5,28.4
3240,Maruti,Swift LXI,2013,60000,Petrol,Manual,1,1197,85.8,5,18.6
3241,Toyota,Corolla Altis G HV AT,2013,56000,Petrol,Automatic,1,1798,138.1,5,14.53
3242,Land Rover,Range Rover Vogue SE 4.4 SDV8,2012,63000,Diesel,Automatic,2,4367,335.3,5,11.49
3243,Maruti,Swift VDI,2012,63000,Diesel,Manual,1,1248,74,5,22.9
3244,Jeep,Compass 2.0 Limited Option 4X4,2017,15050,Diesel,Manual,1,1956,170,5,16.3
3245,Maruti,Swift VXI BSIV,2016,29401,Petrol,Manual,1,1197,81.8,5,20.4
3246,Honda,Jazz 1.2 SV i VTEC,2016,25238,Petrol,Manual,1,1199,88.7,5,18.7
3247,Toyota,Etios GD,2011,79000,Diesel,Manual,1,1364,,5,23.59
3248,Volkswagen,Polo Petrol Trendline 1.2L,2011,58752,Petrol,Manual,1,1198,73.9,5,16.47
3249,Honda,Civic 2006-2010 1.8 V AT,2011,62000,Petrol,Automatic,1,1799,130,5,12.9
3250,Toyota,Etios G SP,2013,132000,Petrol,Manual,1,1496,88.73,5,16.78
3251,Hyundai,Verna 1.6 SX VTVT,2016,51000,Petrol,Manual,1,1591,121.3,5,17.01
3252,Toyota,Innova 2.5 G4 Diesel 8-seater,2009,185200,Diesel,Manual,1,2494,102,8,12.8
3253,Maruti,SX4 S Cross DDiS 320 Zeta,2016,61717,Diesel,Manual,1,1598,118,5,22.7
3254,Ford,Freestyle Titanium Plus Petrol,2018,8896,Petrol,Manual,1,1194,94.68,5,19
3255,Maruti,Baleno Alpha 1.2,2016,17000,Petrol,Manual,1,1197,83.1,5,21.4
3256,Honda,Jazz V,2016,31378,Petrol,Manual,1,1199,88.7,5,18.2
3257,Hyundai,Verna 1.6 CRDi EX AT,2013,114000,Diesel,Automatic,1,1582,126.3,5,22.32
3258,Honda,Amaze VX i-DTEC,2014,81000,Diesel,Manual,1,1498,98.6,5,25.8
3259,Audi,Q3 30 TDI Premium FWD,2017,31000,Diesel,Automatic,1,1968,147.51,5,18.51
3260,Skoda,Rapid 2013-2016 1.6 MPI Ambition,2014,35000,Petrol,Manual,1,1598,103.52,5,15
3261,Audi,A4 2.0 TDI 177 Bhp Premium Plus,2013,60001,Diesel,Automatic,1,1968,174.33,5,17.11
3262,Maruti,Swift Dzire VDI,2014,75074,Diesel,Manual,1,1248,74,5,23.4
3263,Tata,Indica Vista Quadrajet LS,2012,80000,Diesel,Manual,2,1248,74,5,22.3
3264,Toyota,Innova 2.5 G (Diesel) 8 Seater,2006,147350,Diesel,Manual,2,2494,100.6,8,12.99
3265,Renault,Duster 110PS Diesel RxZ Plus,2013,60000,Diesel,Manual,1,1461,108.45,5,19.64
3266,Mercedes-Benz,E-Class E400 Cabriolet,2015,7501,Petrol,Automatic,1,2996,333,4,10
3267,Honda,Amaze S i-Dtech,2015,58000,Diesel,Manual,1,1498,98.6,5,25.8
3268,Mercedes-Benz,GLE 350d,2018,29277,Diesel,Automatic,1,2987,254.79,5,11.57
3269,Maruti,Ritz VDi,2015,57034,Diesel,Manual,1,1248,73.94,5,23.2
3270,Maruti,Ciaz ZDi Plus SHVS,2016,40810,Diesel,Manual,1,1248,88.5,5,28.09
3271,Hyundai,Santro Xing GL,2008,35268,Petrol,Manual,2,1086,62,5,0
3272,BMW,5 Series 520d Sedan,2008,81000,Diesel,Automatic,2,,,,18.48
3273,Maruti,Baleno Delta CVT,2018,34630,Petrol,Automatic,1,1197,83.1,5,21.4
3274,Ford,Fiesta Diesel Titanium Plus,2012,45122,Diesel,Manual,1,1498,88.7,5,23.5
3275,Mahindra,XUV500 W8 2WD,2011,126000,Diesel,Manual,3,2179,140,7,16
3276,Maruti,Alto LXi,2009,63000,Petrol,Manual,1,796,46.3,5,19.7
3277,Mini,Cooper 3 DOOR D,2016,32298,Diesel,Automatic,1,1496,113.98,4,20.7
3278,Mahindra,XUV500 W8 4WD,2014,63288,Diesel,Manual,1,2179,140,7,15.1
3279,Hyundai,Santro Xing GLS,2012,43337,Petrol,Manual,1,1086,62.1,5,17.92
3280,Maruti,Swift VDI,2015,46561,Diesel,Manual,1,1248,74,5,22.9
3281,Mercedes-Benz,A Class A180 CDI,2013,34000,Diesel,Automatic,2,2143,107.3,5,20
3282,Renault,KWID RXT,2016,48000,Petrol,Manual,1,799,53.3,5,25.17
3283,Maruti,Swift VDI,2013,56263,Diesel,Manual,1,1248,74,5,22.9
3284,Maruti,Zen LXI,2005,84060,Petrol,Manual,2,993,60,5,17.3
3285,Hyundai,Grand i10 Magna AT,2016,9000,Petrol,Automatic,1,1197,82,5,18.9
3286,Tata,Manza Aura Quadrajet BS IV,2012,79000,Diesel,Manual,1,1248,88.8,5,21.12
3287,Mahindra,XUV500 W10 AWD,2015,87900,Diesel,Manual,1,2179,140,7,16
3288,Maruti,Swift Dzire 1.2 Vxi BSIV,2010,72425,Petrol,Manual,2,1197,85.8,5,17.5
3289,Audi,Q3 35 TDI Quattro Premium Plus,2015,38000,Diesel,Automatic,1,1968,174.33,5,15.73
3290,Ford,Fiesta 1.4 SXi TDCi,2008,83000,Diesel,Manual,2,1399,,5,17.8
3291,Mercedes-Benz,New C-Class C 220 CDI Elegance AT,2010,107000,Diesel,Automatic,1,2143,170,5,14.84
3292,Honda,City i VTEC CVT VX,2015,51000,Petrol,Automatic,1,1497,117.3,5,18
3293,Toyota,Innova 2.5 GX 7 STR,2010,140000,Diesel,Manual,3,2494,102,7,12.8
3294,Chevrolet,Beat LT,2011,48000,Petrol,Manual,2,1199,79.4,5,18.6
3295,Maruti,Wagon R LXI CNG,2013,62000,CNG,Manual,1,998,58.16,5,26.6
3296,Honda,Jazz 1.2 S i VTEC,2015,31000,Petrol,Manual,1,1199,88.7,5,18.7
3297,Nissan,Micra XL Primo,2010,75055,Petrol,Manual,1,1198,75,5,18.06
3298,Maruti,Ciaz AT ZXi,2017,51210,Petrol,Automatic,1,1373,91.1,5,19.12
3299,Toyota,Fortuner 4x2 AT,2012,87000,Diesel,Automatic,1,2982,168.5,7,12.55
3300,Ford,Aspire Ambiente Diesel,2018,17000,Diesel,Manual,1,1498,99,5,26.1
3301,Maruti,Ertiga ZDI,2014,57000,Diesel,Manual,1,1248,88.8,7,20.77
3302,Maruti,Alto 800 LXI,2016,9370,Petrol,Manual,1,796,47.3,5,22.74
3303,Honda,Brio V MT,2013,53226,Petrol,Manual,1,1198,86.8,5,19.4
3304,Hyundai,Verna Transform CRDi VGT SX ABS,2010,120000,Diesel,Manual,2,1493,110,5,16.2
3305,Honda,City 1.5 GXI,2007,75055,Petrol,Manual,1,1493,100,5,12.8
3306,Hyundai,Creta 1.6 CRDi SX,2017,37247,Diesel,Manual,1,1582,126.2,5,19.67
3307,Toyota,Etios Liva GD,2013,64000,Diesel,Manual,1,1364,67.06,5,23.59
3308,Hyundai,Sonata Transform 2.4 GDi MT,2014,12000,Petrol,Manual,1,2359,198.25,5,13.44
3309,Hyundai,Creta 1.6 CRDi SX Option,2017,40158,Diesel,Manual,1,1582,126.2,5,19.67
3310,Honda,Jazz 1.2 SV i VTEC,2017,11000,Petrol,Manual,1,1199,88.7,5,18.7
3311,Volkswagen,Vento Diesel Comfortline,2014,70010,Diesel,Manual,1,1598,103.6,5,20.54
3312,Mahindra,XUV500 W6 2WD,2015,82000,Diesel,Manual,1,2179,140,7,16
3313,Mahindra,TUV 300 2015-2019 T8,2017,57259,Diesel,Manual,1,1493,100,7,18.49
3314,Honda,Accord 2001-2003 2.3 VTi L AT,2010,84000,Petrol,Automatic,2,2354,142,5,11.1
3315,Maruti,Ertiga VDI,2012,168000,Diesel,Manual,1,1248,88.76,7,20.77
3316,Mahindra,Ssangyong Rexton RX5,2012,73670,Diesel,Manual,1,2696,162,7,12.83
3317,Toyota,Fortuner 4x2 AT,2014,89540,Diesel,Automatic,1,2982,168.5,7,12.55
3318,Maruti,Ertiga ZDI,2016,85423,Diesel,Manual,1,1248,88.8,7,20.77
3319,Hyundai,Elantra CRDi SX AT,2013,48823,Diesel,Automatic,1,1582,126.24,5,19.5
3320,Hyundai,i10 Magna 1.2,2011,35082,Petrol,Manual,1,1197,78.9,5,20.36
3321,Maruti,Omni MPI STD BSIV,2012,126000,Petrol,Manual,1,796,34.2,5,16.8
3322,Honda,Amaze VX AT i-Vtech,2016,19000,Petrol,Automatic,1,1198,86.7,5,15.5
3323,Honda,Civic 2006-2010 1.8 V AT,2007,69000,Petrol,Automatic,2,1799,130,5,12.9
3324,Mercedes-Benz,CLA 200 CDI Sport,2019,29836,Diesel,Automatic,1,2143,136,5,17.9
3325,Skoda,Superb 1.8 TFSI MT,2010,48002,Petrol,Manual,2,1798,157.8,5,13.14
3326,Maruti,Ciaz ZDi Plus SHVS,2015,52324,Diesel,Manual,1,1248,88.5,5,28.09
3327,Ford,Ecosport 1.5 DV5 MT Titanium Optional,2013,65000,Diesel,Manual,1,1498,89.84,5,22.7
3328,Mercedes-Benz,M-Class ML 320 CDI,2009,66000,Diesel,Automatic,2,2987,224.34,5,8.7
3329,Hyundai,Grand i10 CRDi Sportz,2016,75700,Diesel,Manual,1,1120,70,5,24
3330,Volkswagen,Vento Diesel Breeze,2013,43000,Diesel,Manual,1,1598,105,5,20.5
3331,Chevrolet,Beat Diesel LT,2012,42706,Diesel,Manual,1,936,56.3,5,25.44
3332,Mahindra,Quanto C6,2013,35000,Diesel,Manual,1,1493,100,7,17.21
3333,Hyundai,i10 Asta 1.2 AT with Sunroof,2011,54348,Petrol,Automatic,1,1197,80,5,19.2
3334,Toyota,Etios Liva 1.4 GD,2013,84000,Diesel,Manual,1,1364,67.04,5,23.59
3335,Toyota,Corolla Altis 2008-2013 1.8 VL AT,2010,63298,Petrol,Automatic,1,1794,138.1,5,14.53
3336,Hyundai,i10 Magna 1.2,2013,75049,Petrol,Manual,2,1197,78.9,5,20.36
3337,Ford,Figo Aspire 1.2 Ti-VCT Titanium,2018,24237,Petrol,Manual,1,1196,86.8,5,18.16
3338,Maruti,Ritz ZXi,2016,22767,Petrol,Manual,1,1197,85.8,5,18.5
3339,Hyundai,i20 Sportz AT 1.4,2012,58000,Petrol,Automatic,2,1396,98.6,5,15
3340,Maruti,Swift Dzire LDI,2017,57000,Diesel,Manual,1,1248,74,5,26.59
3341,BMW,7 Series 2007-2012 750Li,2010,50161,Petrol,Automatic,1,4395,402,5,8.77
3342,Maruti,S Cross DDiS 320 Alpha,2016,45000,Diesel,Manual,1,1598,118,5,22.7
3343,Toyota,Fortuner 4x4 AT,2017,68319,Diesel,Automatic,1,2982,168.5,7,12.55
3344,Hyundai,EON 1.0 Magna Plus Option O,2017,30711,Petrol,Manual,1,998,68.05,5,20.3
3345,Hyundai,i20 1.4 CRDi Magna,2011,38277,Diesel,Manual,1,1396,90,5,21.9
3346,Volkswagen,Vento Diesel Highline,2012,115000,Diesel,Manual,2,1598,103.6,5,20.54
3347,Maruti,Swift Dzire VXi AT,2017,46849,Petrol,Automatic,1,1197,83.14,5,18.5
3348,Hyundai,i20 Magna 1.4 CRDi,2014,64000,Diesel,Manual,1,1396,90,5,21.9
3349,Mercedes-Benz,E-Class 2009-2013 E250 CDI Blue Efficiency,2010,130923,Diesel,Automatic,1,2143,203,5,14.21
3350,Hyundai,Grand i10 Sportz,2015,15000,Petrol,Manual,1,1197,82,5,18.9
3351,Hyundai,i20 1.4 CRDi Sportz,2014,32720,Diesel,Manual,1,1396,90,5,23
3352,Renault,KWID RXT,2016,12500,Petrol,Manual,1,799,53.3,5,25.17
3353,Hyundai,Xcent 1.2 Kappa AT SX Option,2015,59800,Petrol,Automatic,1,1197,82,5,16.9
3354,Volkswagen,Vento Petrol Highline,2011,54211,Petrol,Manual,1,1598,103.6,5,15.04
3355,Chevrolet,Cruze LTZ AT,2015,62242,Diesel,Automatic,1,1998,163.7,5,14.39
3356,Nissan,Terrano XL 110 PS,2015,54000,Diesel,Manual,2,1461,108.5,5,19.01
3357,Hyundai,Verna 1.6 SX,2012,65000,Diesel,Manual,1,1582,126.32,5,22.32
3358,Maruti,Celerio VXI AMT,2015,55000,Petrol,Automatic,1,998,67.04,5,23.1
3359,Maruti,Wagon R LXI,2010,71000,Petrol,Manual,1,998,67.1,5,18.9
3360,Hyundai,i20 Magna Optional 1.4 CRDi,2012,70000,Diesel,Manual,1,1396,88.8,5,21.9
3361,Audi,A4 1.8 TFSI,2011,53000,Petrol,Automatic,1,1781,163.2,5,12.3
3362,BMW,X1 sDrive20d,2013,43000,Diesel,Automatic,1,1995,184,5,17.05
3363,Skoda,Rapid 1.6 MPI AT Elegance Plus,2015,54000,Petrol,Automatic,1,1598,103.52,5,14.3
3364,Hyundai,i10 Magna,2014,51000,Petrol,Manual,1,1197,78.9,5,20.36
3365,Mitsubishi,Pajero 2.8 GLX CRZ,2007,78000,Diesel,Manual,2,2835,107.2,6,10.5
3366,Honda,City i DTEC SV,2014,25000,Diesel,Manual,1,1498,98.6,5,26
3367,Maruti,Alto K10 2010-2014 VXI,2012,12600,Petrol,Manual,1,998,67.1,5,20.92
3368,Maruti,Swift Ldi BSIII,2009,80000,Diesel,Manual,4,1248,75,5,17.8
3369,Hyundai,Grand i10 Magna,2016,21000,Petrol,Manual,1,1197,82,5,18.9
3370,Ford,Figo Petrol ZXI,2011,32000,Petrol,Manual,2,1196,70,5,15.6
3371,Hyundai,Grand i10 SportZ Edition,2015,50000,Petrol,Manual,1,1197,81.86,5,18.9
3372,Maruti,SX4 Vxi BSIV,2010,47500,Petrol,Manual,1,1586,103.3,5,15.5
3373,Honda,City i-VTEC VX,2017,7500,Petrol,Manual,1,1497,117.3,5,17.4
3374,Renault,Duster 110PS Diesel RxZ AMT,2016,68163,Diesel,Automatic,1,1461,108.45,5,19.6
3375,Honda,Amaze S i-Dtech,2014,61000,Diesel,Manual,1,1498,98.6,5,25.8
3376,Toyota,Innova 2.5 Z Diesel 7 Seater,2015,100000,Diesel,Manual,2,2494,100.6,7,12.99
3377,BMW,3 Series 320d Highline,2009,61500,Diesel,Automatic,2,1995,181,5,16.07
3378,Hyundai,i10 Magna 1.1 iTech SE,2017,42883,Petrol,Manual,1,1086,68.05,5,19.81
3379,Renault,Duster 85PS Diesel RxL Optional with Nav,2012,97000,Diesel,Manual,2,1461,83.8,5,20.45
3380,Mitsubishi,Outlander 2.4,2010,39525,Petrol,Automatic,1,2360,170,5,11.3
3381,Maruti,Vitara Brezza LDi,2017,35384,Diesel,Manual,1,1248,88.5,5,24.3
3382,Mercedes-Benz,R-Class R350 CDI 4MATIC,2010,46000,Diesel,Automatic,1,2987,261,7,11.8
3383,Ford,EcoSport 1.5 Diesel Titanium,2018,32189,Diesel,Manual,1,1498,98.96,5,23
3384,Hyundai,Verna 1.6 CRDI AT SX Option,2016,27000,Diesel,Automatic,1,1582,126.2,5,19.08
3385,Volkswagen,Polo 1.2 MPI Highline,2018,22734,Petrol,Manual,1,1198,74,5,16.47
3386,Renault,Duster 110PS Diesel RxL,2014,58002,Diesel,Manual,1,1461,108.45,5,19.64
3387,Honda,Brio S Option AT,2012,31500,Petrol,Automatic,1,1198,86.8,5,16.5
3388,Ford,Figo 2015-2019 1.2P Titanium MT,2017,30933,Petrol,Manual,1,1196,86.8,5,18.16
3389,Audi,A6 2.0 TDI Design Edition,2012,27090,Diesel,Automatic,1,1968,187.74,5,18.53
3390,BMW,X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,2015,29500,Diesel,Automatic,1,2993,258,7,15.97
3391,Hyundai,i10 Sportz Option,2013,45000,Petrol,Manual,1,1197,78.9,5,20.36
3392,Hyundai,i20 1.2 Asta Option,2018,11691,Petrol,Manual,1,1197,81.83,5,18.6
3393,Skoda,Octavia L and K 1.9 TDI MT,2006,121000,Diesel,Manual,2,1896,90,5,16.4
3394,Hyundai,Verna Transform SX VGT CRDi,2010,118077,Diesel,Manual,1,1493,110,5,16.2
3395,Hyundai,Verna 1.6 SX VTVT (O) AT,2012,36300,Petrol,Automatic,3,1591,121.4,5,17.1
3396,Hyundai,Getz GVS,2005,90000,Petrol,Manual,2,1341,61,5,15.3
3397,Ford,Figo Diesel EXI,2010,78000,Diesel,Manual,1,1399,68,5,20
3398,Audi,A6 2011-2015 35 TDI Technology,2015,42000,Diesel,Automatic,1,1968,174.33,5,17.68
3399,Volkswagen,Polo 1.2 MPI Highline,2015,27000,Petrol,Manual,1,1198,74,5,16.47
3400,BMW,X1 sDrive20d,2012,22000,Diesel,Automatic,1,1995,184,5,17.05
3401,Honda,City i VTEC SV,2014,49000,Petrol,Manual,1,1497,117.3,5,17.4
3402,Hyundai,i20 Sportz Option Diesel,2012,42600,Diesel,Manual,1,1396,90,5,23
3403,Honda,Jazz 1.2 V CVT i VTEC,2018,12794,Petrol,Automatic,1,1199,88.7,5,19
3404,Maruti,Swift 1.3 VXi,2006,125000,Petrol,Manual,4,,,,16.1
3405,Honda,CR-V 2.4 AT,2014,88046,Petrol,Automatic,1,2354,152,5,10.1
3406,Mercedes-Benz,A Class A180 CDI,2014,8000,Diesel,Automatic,2,2143,107.3,5,20
3407,Mahindra,XUV500 AT W10 AWD,2018,82739,Diesel,Automatic,1,2179,140,7,16
3408,Mahindra,Bolero SLX 2WD,2006,193000,Diesel,Manual,3,2523,63,7,13.6
3409,Renault,Scala RxL AT,2013,7000,Petrol,Automatic,1,1498,99.6,5,17.97
3410,Land Rover,Freelander 2 HSE SD4,2012,60000,Diesel,Automatic,2,2179,187.74,5,12.35
3411,Maruti,Alto 800 VXI,2017,38000,Petrol,Manual,1,796,47.3,5,22.74
3412,Toyota,Etios G,2013,56344,Petrol,Manual,1,1496,88.73,5,17.6
3413,Hyundai,i20 Sportz Option,2014,17858,Petrol,Manual,1,1197,80,5,17
3414,Hyundai,i10 Sportz,2012,53000,Petrol,Manual,1,1197,78.9,5,20.36
3415,Maruti,Swift VDI BSIV,2016,67906,Diesel,Manual,1,1248,74,5,25.2
3416,Hyundai,EON Magna Plus,2015,19000,Petrol,Manual,1,814,55.2,5,21.1
3417,BMW,3 Series 320d,2010,67000,Diesel,Automatic,2,1995,190,5,22.69
3418,Tata,Indigo XL Classic Dicor,2011,80000,Diesel,Manual,1,1396,70,5,23.57
3419,Maruti,Alto 800 LXI,2015,61000,Petrol,Manual,1,796,47.3,5,22.74
3420,Volkswagen,Polo Diesel Highline 1.2L,2010,39000,Diesel,Manual,1,1199,73.9,5,22.07
3421,Toyota,Corolla Altis VL AT,2014,59000,Petrol,Automatic,1,1798,138.03,5,14.28
3422,Hyundai,Santro Xing GLS,2008,80931,Petrol,Manual,1,1086,62.1,5,17.92
3423,Maruti,Swift ZXI,2016,34000,Petrol,Manual,1,1197,81.8,5,20.4
3424,Renault,Scala Diesel RxL,2013,130000,Diesel,Manual,1,1461,84.8,5,21.64
3425,Maruti,Vitara Brezza ZDi Plus,2018,52380,Diesel,Manual,1,1248,88.5,5,24.3
3426,Nissan,Micra XV,2011,44000,Petrol,Manual,1,1198,75,5,18.06
3427,Ford,Figo Diesel EXI,2015,84000,Diesel,Manual,1,1399,68.05,5,20
